?Date,BVMF:BBAS3,BVMF:BBDC3,BVMF:BBDC4,BVMF:BRAP4,BVMF:BRKM5,BVMF:BRML3,BVMF:CCRO3,BVMF:CESP6,BVMF:CIEL3,BVMF:CMIG4,BVMF:CPFE3,BVMF:CPLE6,BVMF:CRUZ3,BVMF:CSNA3,BVMF:CTIP3,BVMF:CYRE3,BVMF:DTEX3,BVMF:ELET3,BVMF:ELET6,BVMF:EMBR3,BVMF:ENBR3,BVMF:ESTC3,BVMF:EVEN3,BVMF:FIBR3,BVMF:GGBR4,BVMF:GOAU4,BVMF:GOLL4,BVMF:HGTX3,BVMF:HYPE3,BVMF:ITSA4,BVMF:ITUB4,BVMF:JBSS3,BVMF:LAME4,BVMF:LIGT3,BVMF:LREN3,BVMF:MRFG3,BVMF:MRVE3,BVMF:MULT3,BVMF:NATU3,BVMF:OIBR4,BVMF:PCAR4,BVMF:PDGR3,BVMF:PETR3,BVMF:PETR4,BVMF:POMO4,BVMF:RENT3,BVMF:SANB11,BVMF:SBSP3,BVMF:SUZB5,BVMF:TBLE3,BVMF:TIMP3,BVMF:USIM5,BVMF:VALE3,BVMF:VALE5,BVMF:VIVT4
2010-02-25,5055100,7598300,4892700,835600,1377500,1184200,6716400,954100,2999600,1683000,62550,1154700,1150500,4792800,297300,3515100,1413038,957000,603800,1529400,523800,39900,197500,1119200,6822300,1054700,1891700,280200,1156100,9757029,44743,920700,3027125,644000,1848900,757100,1802300,245800,493000,784900,496200,8034800,5658800,18650100,808800,546105,29875,1069500,703000,889600,6522000,7434800,2782600,14819700,84000
2010-02-26,3023600,110400,4393300,851800,1389400,2267000,5122000,580800,2151360,1941700,40490,797900,2744000,9155200,758500,3452300,1590666,993600,756800,1231200,1090800,314100,230400,4441800,7316400,1272400,1822400,714000,947300,19386015,81414,4337100,1700125,389000,527900,636500,1444600,497400,367000,676400,763500,5739400,5424100,17804300,674400,825615,54885,894600,1064000,542000,5053900,7786600,5725400,13949800,109800
2010-03-01,3062300,54100,3413900,834300,1000900,846800,3746400,521200,3800720,664200,33250,492700,1134500,3322200,252500,2403200,1029347,1143900,364000,1174100,785100,211800,243600,2269200,5753200,625700,1368600,412200,448300,11062207,46043,1676900,1967000,1582800,1552200,609400,2655100,84800,625500,1127800,920100,5458800,4747100,16959300,741600,741195,16931,829500,1855700,682300,4097200,4766000,2150300,10985400,30200
2010-03-02,3848400,254200,5740000,1025200,1601500,1214200,3162400,822500,2706080,1040400,71980,478200,1154000,4994200,374100,2131000,1991418,1360600,1150500,1579800,998700,36300,250800,4959500,6410900,701400,823300,203700,831900,8811087,51703,1899700,2662500,1547100,1493200,637400,2269600,177300,462300,1002500,1192500,4945000,4291200,17108100,915600,552720,14160,910200,1373900,1050500,4711600,4160200,3674200,23929400,104100
2010-03-03,3624200,284700,5487900,1405100,2043900,1208800,7734000,1063200,3444080,1784300,69680,678200,1193000,5205200,328800,3496400,1418120,1418500,829500,2153500,847200,63300,123200,2969400,7358800,1197400,1540300,263700,1444700,25091879,80648,5635400,4623750,1430700,1412900,626900,3283000,343000,965100,717800,835500,7182600,5043600,19957600,533400,677355,28916,1281600,2584600,1009200,5888400,5937400,2698500,20259400,240300
2010-03-04,2129800,80100,2205100,1283900,794000,2121600,7096800,934400,2281520,704900,47710,450400,1484500,5431800,187900,1868900,794607,1289400,616900,1044900,736200,9300,178800,1604700,4607500,780000,598700,281100,405700,9379823,33354,1803900,3718750,604100,749400,418400,1128100,239200,503100,710400,1432700,3562800,3489100,14068900,232800,850290,31536,589800,1265700,455800,4502300,5022000,3332000,20336600,76700
2010-03-05,1856600,141300,4449300,1384900,728400,3133600,3858400,751800,2814960,845400,42230,508500,940500,5806000,252900,3820100,1005389,1396600,860200,1891700,410100,182400,85600,1394500,4472700,611600,1484000,667500,582500,11666215,51342,1234300,3899500,353400,821200,1573500,2242400,932800,408800,535700,1581600,8251600,3413100,28235000,178000,695100,53929,1103700,954000,861700,7335700,6056400,4204400,27508500,89700
2010-03-08,3143400,312400,3035400,1852700,1914100,2195400,4612400,555000,1616160,892400,65040,426900,1028000,7894600,1251900,3916300,1051611,1433000,470100,978100,191700,342300,86900,1082400,6067400,758400,1741900,738600,803900,7182209,38500,1938500,3873000,607900,1700800,552600,3045700,437100,565900,598200,781900,4752000,3290500,15902100,430600,463260,42147,805200,745800,510100,1987000,6612600,2722700,20401600,142600
2010-03-09,3508100,286200,7185200,1098200,3057800,2311000,3590000,800300,2670880,1572000,56410,757400,1677000,11866400,733100,6098900,2052281,3053800,1250200,2512200,472500,2175300,278400,1914100,7170700,1181900,1419000,742200,862100,13675626,69585,2640900,2881375,434500,1111500,1824000,3925300,493900,858800,761500,901600,4722200,6838700,68696600,493200,612465,33658,1179000,938000,1602100,7786600,8804400,4147300,20799600,106800
2010-03-10,3603900,105700,4214600,1081100,1666600,1690000,5226400,719700,2203920,925000,74700,311500,1498000,7253200,475000,3603300,1107150,2028500,790400,1869300,758100,244800,760300,1918900,5519600,778300,905300,1249200,737000,11218200,62769,3879200,2464625,592000,1009100,947400,2876900,1295100,539200,1336400,660100,6393200,6097800,32196400,518400,324660,27329,1036200,823900,895900,5143300,9035200,3462100,21643700,133000
